Age,StudyTimeWeekly,Absences,GPA,TotalActivities
16,10.978650489986752,17,2.3002961351673665,0
17,4.3864080242276415,26,0.9918836980476614,2
15,8.577748627004212,27,0.1651106215518772,3
18,13.045280118875404,17,0.9893299205987556,0
17,14.54262393763855,15,2.230253521333785,2
17,0.0143371741315956,19,1.3835280778946648,1
18,18.737068601820305,15,2.1314052629810774,2
16,3.290507447856248,12,1.86827692299816,2
17,4.671608684447184,25,1.2474819436382791,2
16,5.269468913876965,28,0.2999075475985059,0
15,0.7564027310407062,8,2.7051956947945466,2
16,2.4610424718064983,25,0.8979380920800135,3
15,19.72699845888324,27,1.3917317913625924,2
16,6.304334747545721,8,2.150546165993222,0
17,2.306021806780987,12,1.448741241526555,0
17,2.1398252234924664,28,0.0,2
15,14.389199353399436,3,3.091715028356484,0
18,17.091373280652817,8,2.576927695452172,0
15,5.139045990169397,14,1.9558725265628367,0
15,0.4181902467046994,13,1.8787083443226635,1
16,4.461800368907117,18,1.6304001316060543,2
16,1.130313815935147,11,2.372748110360667,1
15,2.0678987326008302,20,1.279370611476852,1
17,8.630162396952848,25,0.155004788411154,1
16,4.598367417232652,24,1.2783470336697191,3
18,10.318917570508468,5,2.6559935659147995,1
16,5.069875065143807,2,2.6823160526270176,2
16,18.810746022058957,25,1.6448199394832874,1
18,18.11887935852529,24,1.3962784383778892,2
15,11.33612210020932,21,1.6094867987939343,1
18,7.088479839747723,19,1.187367524649196,2
15,7.622937640694712,15,2.0197970227132727,2
15,8.237045662889939,29,0.2416256282208843,1
15,14.55158644269888,19,1.2477251942052905,0
18,9.03277991037676,23,0.8526823634027514,1
15,17.13459893011795,22,0.9657009889491656,0
17,18.88189571860729,16,2.423800751639832,2
18,6.718923067578677,15,1.7419681672894356,1
17,11.213889627513602,5,2.8459257757426046,1
15,1.9011307366512888,7,2.039564398044963,0
16,4.009380955327179,18,1.5420637396404375,1
15,8.269315334203203,29,0.7307796023629439,1
17,4.1240543180355775,24,0.4999877783931601,1
17,17.53120981577435,25,1.122889381075435,0
18,3.165725121181961,1,2.9594927281039074,1
16,9.11321643106184,13,2.300205239575968,3
18,12.113984809197513,21,1.35272076359225,1
17,13.837278163216888,11,2.13406203808262,1
15,7.661387394530134,16,1.2997943203369946,2
16,17.381981374494572,27,0.7478339441237737,1
15,11.36638302155851,26,0.5329232037789974,3
15,8.790155608951036,14,2.0737697903171566,0
16,1.3448126810407324,17,1.9913793639901416,2
18,9.2937893689033,15,1.8999595995373024,2
15,16.414716816314606,12,2.6148839418291825,2
17,12.29082036442631,20,1.8102707442887624,3
15,16.643249074582368,16,1.581931480635446,1
16,9.880233411986111,7,2.271332803302088,1
16,2.369234101889637,0,3.363670491095614,1
16,0.2727969167176214,28,0.4812984804652508,2
18,6.064390934371824,24,0.1999273794512188,2
15,13.95980942995585,25,1.2680087507224682,3
18,15.805198078833875,26,0.8825524540001173,1
18,5.915056692406589,2,3.120136639384952,0
16,9.91307841766494,15,1.8041546917762192,2
16,8.422378088681633,27,0.6817036435058786,3
18,8.210455687028556,1,2.898261817162794,2
15,4.62697426400301,14,1.7303180027913696,1
17,2.7274221005891675,0,3.560791672128213,2
18,3.9337711646242624,8,2.528774574406828,1
15,1.106647743266922,15,1.5923878582033109,1
16,3.962614836471541,3,2.3741309720150148,2
16,0.1840179525075891,11,1.8104094800411437,1
15,12.545168012719564,0,2.829826431301572,0
17,6.327508147753658,0,3.0476020888188065,1
16,19.46289422853817,6,3.625921730346796,2
16,3.874341015525957,17,0.9273215453238872,1
16,6.916571406191878,22,1.331958948764275,1
15,7.156823172830665,27,0.7795517215186132,3
18,0.1690299212492108,22,0.8813584466312141,1
16,16.78415906078918,14,2.398121085937693,0
18,0.6398892028864944,25,0.7588142687845363,1
17,18.803596694584822,29,1.0288655959633797,1
16,17.841487021872414,24,1.4444766951837589,1
16,10.710438321719272,12,2.214067459161345,0
17,10.871911498225842,15,2.5119180875322624,2
16,13.075558459123126,6,2.6901498030104545,0
18,7.7410002386977395,15,1.6052743861754348,1
15,12.94444566795711,12,2.709889487418108,3
18,0.8953677737697374,13,1.528563501341875,1
15,1.0809525469945314,16,1.7785692022870156,1
15,9.144608392390888,11,2.1219640588635724,1
18,10.9924460221207,28,0.4059048314284253,0
18,17.75635280671638,23,1.123926327741214,1
18,2.093212678157925,23,0.8703304110318186,0
18,16.452958543877788,19,1.8228292080685773,2
17,4.200946745841392,12,2.231182931946249,1
16,7.881672970200637,23,0.9669677174911444,2
15,6.332048696548258,19,1.69185894616234,1
18,8.00310545730798,14,2.0697582058612616,0
18,3.009909961451711,23,1.0578761267920678,2
18,10.0714014880711,20,1.3214272070130963,0
17,16.032851796627344,3,3.5169407207158963,2
18,8.830680207577938,21,1.0491570024752104,2
18,9.812271517963982,1,3.4861413290978023,1
18,16.975351705626284,27,0.586837405483887,2
16,14.121162292760616,17,2.3588158974550537,1
17,9.809088170395697,1,3.152222285699565,0
18,5.153912963783593,24,0.5878350833437533,0
15,17.698534936899332,14,2.66889332908893,3
15,11.540408033811168,29,0.3043720342532843,0
15,4.422952202213867,25,0.2806703078814149,1
17,5.382395052760208,18,0.8730911973563495,1
17,16.06266177872492,14,2.330783482945125,0
15,0.8829112417491092,25,0.318850908518507,3
18,19.8418437405764,19,1.7922893205354298,0
17,2.607033594295836,9,2.573219136505813,1
15,15.921370507938748,27,1.0844901258226167,1
15,7.895506335433657,23,1.0866966802818123,3
18,9.844323665749338,19,1.00411266268769,2
16,17.613011549291556,10,2.824604892517854,1
17,8.258223791784264,25,1.364373782117196,3
18,10.74987507346469,9,2.6072864007904446,1
15,0.9859932481833988,28,0.5684680837933294,2
15,0.046949477349063,22,0.5737961933285499,1
18,4.895997460034518,4,2.258071035198048,0
17,13.611661858375346,8,2.840092975101314,0
16,2.425297867182734,19,1.6831172628416484,2
16,2.2752391760909885,18,1.7209071500753406,1
15,8.219212160718065,12,1.5377839093207275,0
17,12.95674077216453,17,2.0634635075132985,1
16,14.24143984495861,16,1.878547509948441,1
17,3.569013481967496,26,0.8632708590471806,3
17,1.591762947440849,5,2.513286133011632,0
15,18.807940678910885,9,2.7721632696203784,3
16,5.213327651242034,1,2.8883859357893624,0
18,17.066929952174476,23,1.3371610494936967,1
15,17.269829009256366,5,2.3706116146947664,0
16,15.450451835250888,27,0.8544646477713151,1
16,3.3766721330514016,27,0.3226418269944476,0
16,16.436029185084006,20,1.834226997089304,2
16,15.385011184831734,12,1.9900604524480008,0
16,11.934459802124342,17,2.226983393791037,1
17,6.744040703379055,6,2.60838689826964,1
15,5.250172085330882,1,3.4063390822727126,1
17,2.4377842416071798,28,0.8670343739276987,1
18,10.195141338017429,13,2.166091325158555,1
16,11.705217510196931,4,2.4229283329107885,1
15,7.186779810315745,17,1.509557877776469,1
16,9.507181353617373,10,2.44385726431874,1
15,7.270289147385334,9,2.0038283786309425,0
17,12.820121146414024,10,2.465306489467062,1
15,18.025184155931267,26,0.8447920018716684,2
18,3.278405240938897,1,2.731058898448731,1
18,7.628176198062468,14,1.736011489374202,0
15,2.8173720790172263,6,2.5896707308558047,1
15,12.49887540815664,8,2.7423611231016096,1
15,14.577410189771916,4,2.4959194397063627,0
15,18.63825465194912,6,2.8534371942017955,1
18,5.577438525219298,19,1.5913479919456928,1
16,19.004224117308603,1,3.209673328360458,1
15,1.265253436413496,2,3.127617865184041,1
15,12.060277267291765,1,3.453275896757228,3
18,1.1426543868665997,20,0.8227735669667381,1
18,17.875483755238896,21,1.2173352280449594,0
17,10.596181141401082,22,0.7626843112270509,1
15,13.38696701525592,18,2.145848670885439,2
17,16.63147851820905,3,3.299131001833344,0
18,3.006212449679375,23,1.1708122846030742,2
18,0.7718312387626769,19,1.4245956528715278,1
16,17.577622918257042,6,2.9026593668557465,0
15,6.29866454917865,27,0.691477418739295,1
17,2.5795781585433053,21,1.8865425000782805,3
18,9.36922474174173,6,2.635341351261105,1
18,11.966121513920376,16,1.5003394189345471,0
17,0.6194120684502025,18,1.2355538161189008,1
16,5.497913165141755,21,0.604613405510861,0
18,0.6559974855379203,15,1.3881389762566787,0
15,8.40670778390998,2,3.3005522062792574,1
18,17.902000581324884,14,2.16864159345454,1
15,19.653048229871384,13,2.797267479731933,2
17,12.740951070072551,14,1.7174586153875433,0
15,3.232753875691836,13,1.6879004923340846,1
17,18.11698779998612,6,2.95214586347002,1
15,10.32495646400121,24,0.9633750092514732,1
17,3.074986242058362,2,3.3349718279859157,1
15,18.434533389033227,29,0.4436406552124723,0
16,15.14938101446206,16,1.955791738835412,1
15,14.63410545446303,9,2.850351339225344,2
15,14.183614075888094,14,2.370067422230533,1
16,4.006796421928847,28,0.1525907792336783,0
18,4.220133834150522,5,2.123043126970309,0
18,13.7658599685451,27,0.9220132315429356,3
15,4.394455002207938,16,1.42899323811113,1
16,8.773433936060977,16,1.8934409155419147,1
15,15.640036511878828,13,1.9395846660340497,0
17,15.679050361956818,23,1.511276997165948,2
17,9.065235450517193,24,0.8256041743927887,1
15,15.843798765504902,17,1.7643543086537177,1
18,16.772435923961137,24,1.295594900495879,1
18,13.095515025685206,4,2.4737171780781475,0
15,4.568517046168403,28,0.0197984850174091,1
15,5.48023560771095,7,2.202958505711277,0
17,6.296823108174707,6,3.0400254359810663,1
18,2.33608215467904,22,1.0690799865648395,1
15,5.463192407398902,3,3.9417600224442615,1
17,4.190384486250642,17,1.48259597306949,1
18,9.106574996172045,4,3.042275369333665,1
16,18.168750957445297,15,2.1039665103433465,1
17,2.0896063350791616,13,1.7875223290156508,0
18,14.405358478947912,26,1.1003818825946587,2
18,13.745660088262554,26,0.8545582885805375,0
17,1.9150839732671527,18,1.199651387587034,2
16,18.451448098116,13,2.591940919144186,0
17,11.369444043136392,8,2.28221274517396,1
18,7.274510422713685,5,2.754877493270432,0
15,15.130771669906132,16,1.9212686469167608,1
15,5.147309168032681,18,1.5835564956915291,2
17,13.870196740926408,11,1.7233856864018513,1
18,0.7942241514449444,3,2.8760550053652034,1
15,16.78816075218544,15,1.8889919304287464,0
18,8.96341694042637,24,1.369369967422703,2
17,12.733858287158837,10,2.550546233695912,0
15,4.424756396133674,21,1.943573340544709,4
18,13.54147425316896,3,3.3104012689001965,2
15,15.444805517865532,16,1.418938674503826,0
17,9.464263737687975,7,2.3530546550379574,1
18,12.354538481235886,13,1.7528862062165578,1
15,9.126518476447972,26,0.5139629886917817,2
17,17.88182738515691,1,3.0219548675332906,0
15,9.957383610286383,10,1.8347494481922708,2
15,16.83617418057638,10,2.275700147008356,0
16,16.02704116540497,23,1.7676467845806807,3
16,8.21009642696713,21,1.353723074286344,2
17,4.6016898371495,23,1.0342011685600785,1
16,8.121642651195419,5,2.758341831164698,0
17,16.524347515504402,20,1.7899668741623316,1
16,4.552650716387847,20,1.223973606916021,1
15,10.488726917154986,13,2.443619105420938,2
17,16.12193495921495,29,0.3629570027561279,2
17,7.069549502567575,9,2.251753921949751,1
15,12.844192740053948,25,0.9000416924553322,0
17,4.912631480976291,26,0.6566169233161951,0
17,2.1855889073631984,7,2.186426951334845,1
16,15.887684501857128,6,2.88313626573597,2
17,1.9793724681741365,7,2.877853697636979,1
18,5.427627901591691,27,0.0120634896338959,0
15,17.1021884399488,7,2.583738162772638,1
16,6.929385741573344,22,1.1615545310949262,1
16,19.46090699028322,1,3.301690512687678,1
18,19.594686695477197,26,1.5051727733314488,0
15,5.365520409071134,15,1.385696220554564,0
15,0.819564444997809,8,2.240923948684623,1
16,14.101265684107585,12,2.116723382234456,1
17,9.019730052966874,22,1.0366568343647269,1
16,2.0150568791915258,11,1.6174602067259882,0
15,14.150456379560856,26,0.8659455421420207,0
18,0.6234981822384245,21,1.320245987222631,1
16,17.403933809844844,24,1.2597646826652291,2
15,2.7730505822660745,28,0.0815731844151463,1
16,2.5462375749345,16,1.6896730848454322,2
17,3.5134459593716905,26,0.4604216497595421,1
16,19.205327169841333,1,3.577043897429733,1
16,13.86338720507692,12,2.0878721266068734,1
15,16.027430709272735,0,3.3695843618327963,1
15,7.95269971465506,25,0.0,0
15,6.726254550099111,27,0.0946515916807701,0
16,4.689680135663399,18,1.4053156279015715,1
17,9.612960566248178,10,1.878264180025782,0
18,11.03657467068337,4,2.871904770418778,1
18,12.635496873055107,0,3.7079480402167513,0
15,5.14237007997389,19,1.1748680910745393,1
15,18.97308161805981,29,0.9954496418804064,1
16,3.395169964142717,12,2.5287112567899213,1
18,19.313063495328247,7,2.5968344902614566,2
15,0.2971224501500757,5,2.46060677377515,0
17,9.622513836336912,28,0.5477807235419316,0
17,6.667356762331256,16,1.803054426736249,1
15,8.982468278605015,11,2.309975847769393,0
15,11.41329157961578,0,3.0933639433242823,0
18,8.71178316025418,2,2.615900723686996,0
18,8.2969370060319,13,2.27691831821056,1
16,14.65446830826613,25,1.0515315263472127,1
18,13.717525501729291,7,2.747706159044371,1
17,16.665425640716958,10,2.6216701040126886,0
17,4.999179624789911,26,0.2432980938442744,0
15,12.190570195081271,13,2.1947065208246226,0
18,11.703895707857075,7,2.639906487707337,1
16,7.394756217453775,28,0.8334934182533646,1
17,9.721150838053616,2,3.402401590802249,0
17,6.275642866114575,6,2.6162916954361832,1
16,2.836887952339704,27,0.3397153849684515,0
16,4.276024213254656,18,1.6977287802151977,2
17,2.1102729280240218,3,2.356856806870208,0
17,13.661391503802482,24,0.8456248398851254,0
16,13.21454786218303,15,2.246545273169087,2
17,19.012127431597456,12,2.478699182829052,2
15,14.593568272944824,19,1.3742882826190426,3
15,1.040916775122629,18,1.3553810454285826,1
16,17.684903478579084,4,3.060490750087925,1
18,17.253503258914517,22,1.5569571221233611,1
16,8.866406415453973,4,3.219531247903172,1
16,11.717261010558431,19,1.150153548429549,1
18,19.521566649450374,23,1.3214293024924364,2
18,10.646087276963325,3,3.4913265883378144,2
18,18.1064365675218,1,3.869586724204369,2
15,1.6607751562037287,25,0.1704636132529806,1
17,3.821037374173657,12,2.197387290025697,0
15,8.815098868826357,29,0.0211555827545139,0
17,11.695136166746094,15,2.386799507281263,1
15,16.324557037256003,21,1.3610312878747248,1
17,19.765242302863737,1,3.5106808899730706,2
15,7.777029929482328,18,1.4373707502913808,1
18,0.9483127228016984,16,1.8044174585321688,2
16,16.023430065906496,4,3.262269864334146,2
15,12.087614381656165,24,1.169658238097338,1
17,3.970857177364033,17,1.4015509339508203,0
18,9.896569132428404,27,0.5496018253589585,1
15,14.846204910674489,22,1.5165082679194366,0
15,15.408235741372875,20,2.0322195117185347,0
18,9.99236823997524,17,2.289299775238682,2
15,6.104290602577183,7,2.086687740995232,1
16,19.47485164076987,26,1.6676669904535018,2
15,13.267252219129857,14,2.595889050696416,0
16,8.164750386925974,12,1.9507691766596456,0
16,5.609264484093048,12,2.1025418985543585,0
18,14.622059660071242,15,1.3791671997209602,0
15,4.843668911875354,21,0.6721996800613397,0
18,3.4341997794737638,19,1.1416385674703,2
15,10.596677779241404,12,1.6210121147431664,1
15,5.799747852882837,19,1.1221109734183077,1
17,12.5781028984723,1,3.402044108383005,0
15,2.3587734974846697,2,2.683854738684956,0
18,13.098822091346433,14,2.996856278708232,2
16,5.665930559954044,22,1.2848657108072905,2
15,0.0048586886902546,18,1.2010533026138683,0
17,2.5387211534835274,12,1.978021718438136,1
18,18.67230755670188,4,3.836698640240594,3
15,17.347092782307158,25,1.1799034066853449,2
18,4.672180640724736,21,1.5400594595413652,1
17,15.567438090909825,5,3.158858262221248,1
17,12.171431863479484,13,1.7524968355129966,1
18,19.41809422899739,3,3.045113482146093,0
15,7.472113190681182,21,1.1656039458580214,2
16,13.629212250343423,18,1.7857607910876625,1
17,1.2707144484783717,22,0.8411087173537893,1
15,7.924946936328119,6,2.397182557625913,1
15,19.27635322376361,3,3.576909015459067,0
16,10.779617489002412,1,3.2251582751891634,2
17,5.757590066696892,26,0.0,0
17,2.405419262572137,6,2.8066977641918256,1
15,14.070566803630609,2,3.421837670026282,1
15,12.897120868594536,14,2.1053092787971117,2
16,7.478774272075492,0,3.1609020911559265,0
16,19.018827037316687,1,2.993541560404552,0
17,0.4440562597570063,9,2.490220425623977,1
18,6.074477032636516,15,2.1308327796408117,2
17,18.421389725991627,24,0.8384648733197381,2
15,6.418708766388807,27,0.6767710334068527,2
17,5.045056677103408,14,1.7359565115853166,1
18,10.684408198624949,23,1.254572618142762,1
16,16.476034998410757,14,1.9226882349760128,0
18,2.062935217567221,13,2.191998419606377,1
18,18.860414192914725,21,1.757523486205053,2
18,15.90145762362328,13,1.9241023198927736,1
16,3.625005111031039,5,2.8079741296204626,1
18,14.240159223963254,13,2.138772677122642,0
18,7.6991744527511425,16,1.3638410472397342,1
18,8.045893561526373,17,1.722726052159269,1
15,15.665801848777328,19,1.1921084719956991,1
18,19.255696159614644,18,1.5347823896807868,0
16,2.5331174569438786,29,0.1152432109582913,1
18,8.412604737576387,16,1.562359564441758,1
18,9.61883216168607,15,2.096032624938282,1
16,7.526236339099952,7,3.009238322704304,1
18,7.2637824743245,6,2.071108064884564,0
16,1.0453733512319308,19,1.7473564518959883,1
18,13.710772411252464,27,1.0798673690024294,2
16,8.724288342400907,11,2.271400211003181,1
18,3.8958760528785352,8,2.117233031215417,1
18,16.320670046041368,26,0.7435923583787316,0
15,16.051214963032557,13,1.892745844623002,1
15,9.727832561777875,19,1.58646418895305,0
18,5.96901322295521,0,3.512322894833646,1
18,12.761854515929048,9,2.629211521173767,1
17,5.763042715548061,16,1.836642800001118,2
16,4.720158606474241,16,1.834359140428028,2
17,14.610293080526532,16,1.7660559772918876,1
15,0.806504794419014,3,3.201710217015248,3
15,1.8953694206918792,16,1.263890771933725,0
15,0.1357634804717955,17,1.4277243762746905,3
15,3.058863729508523,19,1.0707079518820537,2
18,1.3798001742091892,22,0.8327175057955102,1
15,19.916047355598373,1,3.1302227945215697,0
18,5.776199399081792,7,2.537098950572448,1
18,2.985360253384945,12,1.671076181781797,1
15,4.819925159918359,22,0.8165506596743497,2
15,18.72251143080269,24,1.1314027355141834,1
16,10.403204460487911,29,0.3331542282930413,0
17,7.296361926157138,21,1.4890630202510051,0
15,17.467829158184387,19,1.6833300315712254,1
16,7.899805410980649,21,1.921942133736121,1
16,6.700171399153916,14,1.9400069221827017,0
17,4.145650450994712,19,1.0658486732058416,1
18,7.555936478188229,22,0.9689861311254953,0
15,6.333687120338521,8,2.686144990139594,1
17,13.54607918596282,2,3.520612391633881,2
15,5.791654093414542,2,2.8159732956810704,1
16,11.543994928451228,1,3.487510668221957,2
16,1.317843300639454,0,3.5921289778598062,1
18,3.8257831339302872,13,1.5784416654580549,0
16,8.148105432226975,16,1.8860081741258312,2
16,18.738985078173908,12,2.366010872187284,1
17,7.545039714313908,18,2.434934378846439,2
15,13.281482423996682,29,0.3931864713624303,0
15,5.101744448427963,22,0.7132676650608875,2
17,2.5406715194646345,14,2.574449970243328,2
18,1.1707320016010023,26,0.7005398668998437,2
15,6.1082699708550265,24,1.586289237455222,2
16,3.1532205359381598,13,2.058575292693283,1
15,3.480208960322484,1,3.1296400506375512,0
16,15.215186167739,6,3.539198711532371,2
18,0.3167614188974843,16,2.05996665628182,3
17,11.156202514708689,17,1.756035494723187,3
15,7.589227611869296,5,2.6226010520500767,2
17,10.130999998170944,26,0.2628611666623931,0
15,11.256604744292058,20,1.704415088568228,2
16,6.267353889145564,7,2.1044499314712546,0
17,5.902177203685706,27,0.8375123196439725,3
15,14.668036986698114,26,0.556828032953946,2
16,17.425539762423142,1,3.3501309740346112,1
17,3.8516326491705577,0,3.279646224162432,1
17,1.952375210702979,15,1.5563289566907113,1
15,17.955916127840517,6,2.8463787534192235,2
15,6.9979092729479735,21,1.137899800685294,0
15,11.026347813256285,23,1.3917877793457225,1
16,7.190862890400069,10,2.182795221152233,0
15,2.5160467269210263,14,2.2538711785078176,1
17,11.78663289895456,12,2.2540200372432717,1
17,10.502817035392592,29,0.3925490106038808,1
15,4.059871183823944,23,1.484857697467839,2
15,9.037380893045556,1,2.672093364300088,0
18,15.938950080312916,13,1.83151128144078,1
17,11.808522062157827,23,0.7581829737450007,1
16,1.938346541339897,5,2.9381754672014475,1
18,10.9604299445827,8,3.0549241250380565,2
15,14.054765985791738,27,0.9175822003619482,1
15,15.854068115615028,6,3.4608846527317176,2
17,12.582351572685337,17,1.84190774937114,0
15,3.0531632908156747,23,1.185985514478241,2
16,14.203465331803214,8,2.4222306855709315,2
17,13.546836921630328,22,0.9126606733812742,0
15,0.4885376588126644,3,3.073304472562818,1
17,8.234953351804863,8,2.1672829561454443,0
15,6.659004939247466,3,2.5538644982316425,2
15,13.38824128507287,11,2.4486025189472542,2
15,4.322716246218414,3,3.4632393046516823,1
16,11.817438459485173,24,1.442868859303521,2
16,18.26411923628345,29,0.9131278090050235,0
17,15.956047444172157,23,0.923753224971706,1
15,18.42915472433061,19,1.8435970826083627,2
15,19.5701193386538,13,2.0966454405051325,0
16,0.2134025401232553,23,0.875367123899009,1
15,12.454825527549552,23,1.4490003209615303,1
16,8.25678795517813,6,3.0811935547787432,1
15,17.197089806702436,25,1.118752405383704,1
17,5.036294040182634,12,2.0622007000872045,0
15,19.62058978230152,21,1.5629116353425707,1
15,12.274159390874946,7,2.49283810766837,1
18,15.87074804457662,22,1.1001720410942128,1
16,1.7119910564553664,4,2.693598515909963,0
15,3.669157695177301,11,1.6848422066992197,0
15,15.168073460684065,12,2.423585366966065,2
18,0.4397304407864721,28,0.4050526130408124,2
18,16.337559717875656,19,0.6513407024247787,0
16,0.278980373838229,13,1.7948597502988235,0
18,13.142376781225469,27,0.9636319307546236,1
17,7.301878404636117,17,1.9307827968987483,0
18,12.229897054383985,26,0.9943347506957514,2
17,13.920628139782274,23,1.3543270341452454,1
16,6.849504383726083,24,0.7035731437813568,2
16,2.159248962216711,19,1.523945155165538,1
16,1.3929173549653129,3,3.358694269179903,1
16,11.778720451250956,20,1.76569517319031,0
16,10.41310707468223,17,1.787402596174887,0
17,14.84402018242265,6,3.154023245749205,3
17,10.194710200078742,14,2.005144712913381,3
16,8.448915800617582,20,1.7207596503292208,1
18,7.9617435647246175,5,3.127056224068401,2
15,0.5289380519533493,15,1.441918756451196,0
16,6.711144033933143,19,1.6209212385063754,2
18,19.520403150489884,23,2.1962173498725552,2
15,17.471111524541776,7,3.1030753433789715,1
16,6.587561340684354,27,0.473623395542819,1
16,11.755908101327444,20,1.0438658671427483,0
17,16.94593491070988,15,2.385530670601707,1
15,8.825486735001373,27,0.2701103141247828,1
15,0.3591572750030192,21,0.4389817405690688,2
18,1.4902092363728014,15,1.558059855369601,2
17,10.207854426974132,2,3.680961344427839,2
17,19.388787513517567,16,2.1105837595046006,1
17,13.864190844377354,8,3.29154084100464,2
17,1.4183238287713906,24,0.4277633541749704,0
15,3.787217515837256,2,2.846487468746025,0
15,15.426462864337,19,1.7723554330096858,3
16,16.828795199124894,28,0.7975176691622691,0
16,12.353891723771817,6,3.52093145282294,2
17,12.888463392596332,17,1.5913657381425088,1
17,0.5667490076676929,11,1.8640736524087984,1
17,16.57060519163017,18,2.4118406224250792,1
16,15.765504163416592,15,2.137692088152197,0
18,5.180702882066943,21,1.073333389897043,0
18,14.17353439931014,26,0.3124795812740794,1
16,4.297092128499962,23,0.5022261210258885,0
16,0.8066032210302598,16,1.4903088969066125,1
16,4.0227308518075455,19,0.8765441058695893,1
16,3.57257753508599,14,2.051919032041663,2
16,6.754959934696945,0,3.294332437143911,1
16,8.368989943509161,1,2.6078393525028623,0
17,10.170777829954158,7,2.207001981395421,0
17,9.535077510166564,21,1.629355895809393,2
17,5.413492119305787,24,0.4937411351889655,0
17,0.5834133714814893,1,3.204313181292444,2
16,12.102032444743012,18,2.068111784968204,0
18,7.914896596947088,8,2.281345006080266,2
15,5.973443147750994,8,2.4821724081876124,1
16,17.338820856610248,12,2.622179001774681,2
15,14.934866155963196,5,3.350591978852337,1
18,17.155310967448845,29,0.8411757539950683,2
17,9.89965589424922,14,2.371982914818465,2
18,2.618625042535549,18,1.9225913490306887,1
16,13.924428722425448,20,1.0075173084456468,0
17,4.121475598743505,14,1.5538733401089513,1
16,8.824593381834337,17,1.2476927957970836,0
17,1.30001577897777,6,2.460743527113226,1
15,16.50616804845965,25,0.9633404310113688,3
15,2.518812820950012,10,2.083697985872881,0
15,18.061950140986195,7,2.942198841728139,1
18,17.284612045231142,5,3.1794507681007715,1
16,9.291655288784922,7,2.627337296160058,1
18,14.887364086079812,1,3.1094935788792104,1
15,12.388901476363063,18,1.4229175121495328,1
16,16.061512846754898,15,2.0582044841224825,2
15,8.63610201571824,6,2.917010983412451,1
18,15.716169684887,9,3.1844421071087297,1
18,9.24913634130296,11,2.6053753688041805,1
18,18.819315756855875,16,2.346025741368296,2
15,9.727442016502952,6,2.23946398594873,0
16,9.25238543867459,21,1.7511633575642405,0
16,15.701437231270257,7,2.952721567213245,2
15,16.43155383521676,6,3.072136606487933,1
16,11.089782286423414,3,2.809311538791001,0
15,3.595956269901508,2,2.6440598613135307,0
16,9.35516461915159,18,1.3974290948962047,2
17,19.36145005819357,14,2.4400605261033226,0
17,15.059723860783702,3,2.6268192376885877,0
18,16.223252077582643,24,1.4684288845931317,2
17,0.6565099763848026,8,2.3806669165758354,1
17,9.3571892526832,12,2.303453349269981,1
17,12.932422673151107,17,1.5961281034309902,0
15,16.600653672561492,20,1.6853891464062594,1
17,0.9854730716554294,15,1.8970003503646624,1
17,17.048777712837463,0,3.496776544580716,0
18,10.968018734838234,3,3.361230858272882,1
17,3.946279411521199,17,0.8217016697705576,1
17,6.345104328994,7,2.6404761356980795,2
16,5.638591035031215,19,0.8972169272385859,1
18,10.617180685769515,15,1.674676218445066,2
18,1.0337135982226364,20,0.906353743453148,1
18,3.1707231699984706,10,2.4190289368571505,1
18,16.253860867515648,19,2.13144706871876,1
18,2.652079814936221,20,1.030802658909541,1
18,4.667925389162539,20,1.5095198602197917,1
15,9.067412112083147,20,1.7892398367181417,3
17,10.34241776226661,26,0.5964170171485198,0
18,15.272209592283172,18,1.4145556778225787,0
17,8.946648533323756,22,1.242176324159397,2
17,15.797292420710775,18,1.9347838118971947,1
15,12.366926140909149,17,2.315769874969324,1
18,2.261994788476449,18,1.8186125604584331,2
16,3.126628767856772,10,2.3631214597500585,4
15,8.740674508995417,2,2.791339403107066,0
16,7.937787861780792,7,2.9545340837691567,1
17,14.870885392745892,19,1.8128870432088853,1
17,11.614742795947038,18,1.1414565556036804,0
15,7.762661620044986,9,2.295362280360723,1
15,3.4152056690077126,15,1.6771008018764466,1
16,4.536742046509903,4,2.7521639310365127,0
18,11.51002036938118,19,1.201444582455696,0
16,8.46877609799585,8,2.901185606881623,4
15,10.29855017721344,7,2.6768273942833725,1
16,3.4135487060446734,10,2.297639912551669,1
15,13.258125046891315,15,1.4514410214002431,0
16,17.05077481711934,6,2.981786874282664,1
15,5.158790135738012,14,1.4152214905212377,2
15,9.830284516636532,23,0.9285393441441628,1
15,19.51054658041804,28,0.984031782647104,1
18,6.664834811014552,20,1.382935704905427,2
16,11.900926898475223,19,1.8638998217614855,1
16,1.8039140040048876,22,1.2284288472926583,2
16,12.120300049588865,16,2.137393264966037,2
15,1.7926354660923582,5,2.434532444006976,2
16,19.18470870647644,14,2.2564883117007817,0
16,14.313253041446227,7,2.6891551121146304,1
15,15.763195762714128,6,3.1312358848124213,0
17,14.082087215432736,1,3.7702839726154447,1
15,11.794580721529314,29,0.7995911976901089,1
16,8.998255621710108,12,2.964668230929299,2
15,17.167467595221247,29,0.7027603188634381,1
17,19.13671335086126,22,1.1936177713396423,2
15,9.980723458081629,28,0.2999519061623816,1
16,18.63070098310524,5,3.299578873421429,1
17,11.66665819977035,28,0.2123670952038988,0
18,10.767683737928664,4,3.526125037802421,3
16,9.089654659107133,19,1.6117379539626009,1
