make_year,mileage_kmpl,engine_cc,price_usd,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,transmission_Automatic,transmission_Manual,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
2007,18.56,5000,10061.16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2003,29.86,3000,8522.02,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2017,19.5,2000,7900.97,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2013,19.32,1200,5405.12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2007,14.41,4000,9200.37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2005,26.55,5000,11598.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1995,27.7,1500,4759.27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,22.26,5000,11894.41,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2016,21.27,1500,7390.73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2001,16.83,1000,2363.33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019,19.96,1200,6169.26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2015,13.82,1500,4739.15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2009,12.37,2500,5995.83,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1995,10.56,1200,1000.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2006,20.05,3000,8947.91,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020,11.11,3000,11437.04,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2001,15.5,5000,8806.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2009,17.69,1000,4800.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,22.98,1500,6805.53,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2013,15.11,3000,9321.92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,23.57,800,7922.9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2023,22.7,800,6223.27,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2019,12.64,1500,6322.78,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1995,23.61,1000,2771.36,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2011,16.58,800,6323.06,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2011,15.51,3000,8369.71,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1997,16.6,1000,2179.23,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2006,17.98,1500,2438.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2000,15.92,1200,2985.89,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2020,13.8,1000,4953.33,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2005,14.24,3000,4920.07,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1997,18.69,1200,5754.94,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2002,17.2,4000,6797.88,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2008,20.64,5000,8530.45,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2008,18.26,1800,7115.01,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2004,18.39,4000,9622.29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1996,20.96,1200,3329.37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2008,25.09,1800,7060.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2003,25.3,5000,10387.18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1997,24.7,2000,8905.27,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2015,22.35,4000,9797.07,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2020,28.43,3000,11563.04,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2002,20.19,1000,4577.05,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2010,19.63,1000,5180.24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1996,29.22,1800,4717.77,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2000,5.0,1800,3614.69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2022,16.93,1800,8326.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2015,24.26,1500,11744.9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2023,22.9,3000,12972.88,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2020,30.83,1800,10865.73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2019,18.54,800,6958.86,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2006,15.85,5000,11316.07,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1999,16.34,1800,4315.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1996,19.59,800,2952.69,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2010,26.11,1500,5752.69,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1999,26.17,800,2938.3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2009,17.72,2000,6653.56,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2006,19.27,2000,4887.45,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1998,14.94,800,2638.19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2009,15.46,3000,7547.09,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2005,23.23,1500,3434.4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2010,26.01,1000,6397.42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,14.51,800,3042.99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2000,19.21,1200,3487.68,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2008,16.78,2500,5680.89,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2012,22.32,5000,11646.48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2006,16.06,5000,8544.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2021,8.37,3000,7716.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2005,23.02,1800,9010.12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2007,16.48,2500,6710.88,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2015,17.0,1000,7789.89,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2017,20.18,1500,7220.12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2005,19.76,2000,6903.96,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2017,20.28,1800,9815.77,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2010,9.85,2000,6126.73,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2009,20.78,1000,6094.73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2015,8.45,2500,6567.61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2022,21.85,3000,7437.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2009,23.59,4000,9685.43,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2019,11.16,2000,9309.79,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1998,19.64,2500,3323.52,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2005,23.29,800,3360.6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2013,15.75,4000,10540.36,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2009,21.37,2000,6588.46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1998,5.0,1500,3451.67,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2015,23.49,5000,11958.09,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2007,18.15,4000,11660.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,16.71,800,5950.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2013,22.92,1000,7230.78,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1996,26.65,1200,2994.29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2008,20.43,800,3529.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2023,26.04,1000,8138.19,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1998,10.23,1000,5180.67,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2010,21.33,2500,7980.69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,17.34,5000,11227.82,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2014,14.06,2000,8227.6,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2008,8.36,4000,13005.17,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2021,21.06,1800,7547.24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2023,22.38,4000,14299.33,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2009,24.71,5000,13924.05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2022,23.88,4000,12333.32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1997,14.14,1000,4175.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2002,24.45,4000,10205.03,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2010,24.98,1200,5508.35,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2004,16.7,1200,4028.11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1998,18.14,4000,6249.68,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2012,13.33,2500,7549.65,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1996,25.4,3000,5298.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2011,10.44,2500,5945.69,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2007,20.67,4000,8110.72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1998,15.02,3000,3842.48,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,12.46,1500,2932.24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2019,8.63,1000,5246.88,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2005,16.92,1800,5035.17,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2001,11.68,1000,3946.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2006,18.28,1500,5159.76,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2004,26.85,1000,6054.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2001,19.0,1800,3631.28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2007,27.99,2000,8159.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2001,13.09,800,5710.74,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2018,11.6,3000,8311.59,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011,12.86,1000,5733.39,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2004,17.67,1800,4631.69,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2023,31.61,3000,12441.12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2004,9.69,1800,5353.94,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2018,21.1,1200,7684.46,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1998,14.5,2000,1799.81,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2014,16.88,800,5441.53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1998,11.71,800,2742.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2016,22.4,3000,8377.23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2001,17.78,2500,6147.42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2016,23.44,5000,13843.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1995,18.88,5000,10667.34,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2006,8.34,1200,3680.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2018,23.48,3000,11498.79,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2007,7.93,3000,9068.64,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2004,8.65,800,1967.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2009,13.41,5000,12048.91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2021,13.48,2500,9733.23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2007,24.98,1000,4474.44,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,17.14,1000,9047.66,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2016,24.24,1000,5174.31,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2016,15.16,1800,10256.96,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2015,19.59,2500,8993.74,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2016,20.37,1500,7009.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2022,21.48,1500,9022.78,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2003,15.68,4000,8348.67,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2020,16.11,5000,12282.63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2003,16.51,4000,8991.69,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2009,9.74,2500,7254.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,17.58,5000,9371.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,16.08,1500,11591.08,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2020,20.9,3000,9797.46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,18.46,5000,12548.99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2023,24.68,1200,10370.16,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2004,18.35,1200,3224.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2002,15.19,2500,7372.12,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2018,18.29,4000,11637.67,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2010,21.62,1500,5348.58,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2011,9.13,1500,4255.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2020,14.42,800,5881.24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2021,14.53,800,5826.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1999,20.05,1200,4193.36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1998,20.64,2500,5418.72,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2012,18.51,4000,10070.45,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2018,5.61,1500,3740.15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2013,9.74,1000,2197.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1998,16.81,2000,4048.04,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2022,15.49,2000,7117.76,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2001,18.03,4000,7458.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2004,15.65,1500,5900.24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2019,25.66,3000,9987.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2012,6.53,1200,4861.33,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2013,19.51,1000,2855.21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1998,22.14,4000,12752.16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2004,21.51,2000,7020.74,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1995,21.94,3000,6968.57,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017,22.66,5000,11169.64,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2012,14.98,4000,8222.7,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1999,12.49,800,2458.25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2009,7.83,800,3113.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,16.19,1800,5964.18,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1997,14.11,4000,7240.87,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2006,23.81,2500,8607.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1996,16.56,2500,6166.29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1995,12.85,1000,2344.69,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2017,12.06,1200,5007.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2015,27.94,1500,8464.1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2011,17.89,1000,5116.14,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2016,14.09,5000,12367.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,18.62,4000,9055.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1999,27.48,1800,3376.24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2009,16.05,2500,5501.76,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1997,21.44,4000,7690.37,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,23.93,1800,7672.32,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2001,8.54,2000,1000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2005,14.81,1500,7478.79,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2004,23.31,3000,6330.32,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2003,14.5,800,3709.46,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2008,20.07,800,4442.91,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2007,14.21,1800,8681.58,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2023,15.77,5000,15634.51,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2019,15.16,4000,11131.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2019,21.18,1000,5873.38,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1996,19.01,1200,4914.62,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1997,18.49,3000,8927.49,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2001,30.54,1800,7486.27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2015,26.7,1200,6163.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2012,8.09,2000,4672.29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1997,15.78,2000,5669.08,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2004,30.13,1800,8061.75,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2016,15.13,1800,10034.22,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2023,28.44,2000,9544.36,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2001,15.87,1000,2692.63,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2003,16.83,2000,4516.42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2011,22.32,1000,6880.46,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2005,17.55,1200,7741.04,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2001,20.47,1000,4365.75,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2018,25.87,800,6186.89,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,21.79,800,5908.91,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2008,18.71,4000,10490.48,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2013,26.37,1500,8064.13,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1998,22.38,1800,5351.78,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2020,14.33,5000,13836.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2000,27.9,2500,4489.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2004,21.21,1000,4997.21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2001,16.93,5000,9637.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2007,7.9,4000,8091.59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2008,11.11,1500,2891.25,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1998,26.5,5000,7108.36,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2002,26.7,5000,11400.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1999,18.43,800,1924.37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1995,9.15,3000,4040.06,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1998,12.57,1500,3169.94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1997,9.88,2500,6449.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2003,9.7,1200,3268.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2002,28.13,4000,9563.11,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1995,28.3,1800,6854.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2021,12.4,1800,8072.86,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2000,17.96,1200,4015.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2003,11.58,4000,10125.89,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2001,17.92,1200,2060.23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1998,26.2,1000,2878.53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2007,23.39,4000,8436.37,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2011,22.04,4000,11362.66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2022,17.03,5000,12587.68,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1996,24.31,1500,5776.28,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2022,21.23,1500,9354.98,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1999,20.02,5000,8896.72,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2006,17.42,2000,7170.49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2021,19.59,4000,12777.32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2015,19.44,3000,8106.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2002,15.29,5000,8891.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2000,14.13,1200,3556.74,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2002,13.02,2000,4896.12,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2012,13.34,2500,5307.84,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1997,17.06,2000,5844.63,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,16.24,1200,5470.05,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2006,14.9,4000,7577.97,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2023,14.53,1500,7208.92,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2020,19.46,1000,8921.71,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1997,24.89,4000,10195.1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2016,17.95,1200,6486.87,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2000,17.62,2000,8925.43,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1996,13.33,1800,3386.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,16.88,1000,6891.79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,23.95,800,3916.75,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1996,23.19,4000,9441.2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2000,22.84,1200,4021.61,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2011,22.68,2500,8532.67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1997,20.18,4000,8799.36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1996,20.01,4000,9559.22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2017,19.22,5000,10820.87,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2014,15.92,2000,5295.38,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2002,18.42,3000,6259.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2016,19.08,4000,11614.33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2006,21.17,1200,3578.92,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2020,18.5,2000,10666.24,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1998,28.53,1800,4035.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1999,11.95,2500,4814.86,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2007,21.77,2500,12164.75,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2023,17.79,4000,10000.83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,18.01,800,6053.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2019,13.94,2000,9427.65,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2017,23.1,1800,9268.59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010,21.26,1500,7878.55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2004,22.17,5000,10611.96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2019,18.85,800,6695.4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2017,16.38,1500,7601.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2010,17.67,5000,12901.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,20.17,2500,8473.61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2011,7.97,1500,5857.01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2010,22.36,800,9736.45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2006,30.13,5000,14082.9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2002,20.4,800,4157.4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2014,16.6,800,9561.56,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1997,17.19,5000,8304.24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2010,21.54,1800,7147.27,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2007,16.71,2500,8237.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,22.34,4000,11753.65,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2022,17.13,3000,8603.51,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2013,26.57,1000,6837.83,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2002,26.43,4000,8723.57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2016,16.35,1500,4179.96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1999,17.59,5000,9400.53,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2014,17.89,1800,5862.57,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2002,17.96,1800,5922.71,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2018,13.26,1500,5614.24,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
